user_id,age,gender,country,education,job_title,years_experience
18623,25-29,Man,India,Bachelor’s degree,Software Engineer,1-3 years
18624,25-29,Man,Bangladesh,Master’s degree,Program/Project Manager,3-5 years
18625,50-54,Man,Turkey,Doctoral degree,Research Scientist,20+ years
18626,45-49,Woman,United States of America,Master’s degree,Program/Project Manager,3-5 years
18627,18-21,Man,China,Bachelor’s degree,Data Analyst,1-3 years
18628,30-34,Man,Japan,Bachelor’s degree,Business Analyst,< 1 years
18629,30-34,Man,India,Bachelor’s degree,Data Analyst,5-10 years
18630,18-21,Man,India,Bachelor’s degree,Student,1-3 years
18631,22-24,Man,Indonesia,Bachelor’s degree,Other,< 1 years
18632,30-34,Man,Other,Bachelor’s degree,Software Engineer,5-10 years
18633,25-29,Man,United Arab Emirates,Master’s degree,Program/Project Manager,3-5 years
18634,22-24,Man,India,Bachelor’s degree,Student,< 1 years
18635,18-21,Woman,Ghana,Bachelor’s degree,Student,< 1 years
18636,30-34,Man,Brazil,Master’s degree,Data Scientist,3-5 years
18637,35-39,Man,Italy,Some college/university study without earning a bachelor’s degree,Currently not employed,I have never written code
18638,40-44,Prefer not to say,Canada,Bachelor’s degree,Program/Project Manager,20+ years
18639,22-24,Man,India,Bachelor’s degree,Student,1-3 years
18640,25-29,Woman,Sri Lanka,Bachelor’s degree,Data Analyst,< 1 years
18641,40-44,Man,Taiwan,Master’s degree,Other,1-3 years
18642,25-29,Man,United States of America,Master’s degree,Student,5-10 years
18643,40-44,Woman,United States of America,Bachelor’s degree,Software Engineer,3-5 years
18644,18-21,Man,India,Bachelor’s degree,Student,1-3 years
18645,45-49,Man,Japan,Some college/university study without earning a bachelor’s degree,Data Engineer,20+ years
18646,18-21,Man,Spain,Bachelor’s degree,Student,1-3 years
18647,30-34,Man,India,Master’s degree,Other,< 1 years
18648,25-29,Man,Israel,Master’s degree,Student,3-5 years
18649,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,20+ years
18650,55-59,Woman,Canada,Master’s degree,Program/Project Manager,3-5 years
18651,30-34,Man,Ethiopia,Bachelor’s degree,Statistician,< 1 years
18652,55-59,Man,Brazil,Some college/university study without earning a bachelor’s degree,Product Manager,3-5 years
18653,18-21,Man,India,Bachelor’s degree,Student,< 1 years
18654,22-24,Woman,India,Master’s degree,Statistician,< 1 years
18655,25-29,Man,United States of America,Master’s degree,Data Engineer,1-3 years
18656,25-29,Woman,France,Master’s degree,Data Scientist,1-3 years
18657,35-39,Man,India,Master’s degree,Data Scientist,10-20 years
18658,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years
18659,30-34,Man,Poland,Doctoral degree,Machine Learning Engineer,3-5 years
18660,22-24,Man,United Arab Emirates,Bachelor’s degree,Other,1-3 years
18661,18-21,Man,Colombia,Bachelor’s degree,Student,3-5 years
18662,60-69,Man,Australia,Master’s degree,Program/Project Manager,1-3 years
18663,35-39,Woman,India,Doctoral degree,Currently not employed,< 1 years
18664,45-49,Woman,Taiwan,Bachelor’s degree,Data Analyst,I have never written code
18665,18-21,Man,United States of America,Bachelor’s degree,Data Scientist,1-3 years
18666,60-69,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,20+ years
18667,30-34,Man,Bangladesh,Professional doctorate,Research Scientist,5-10 years
18668,30-34,Woman,Tunisia,Master’s degree,Software Engineer,1-3 years
18669,18-21,Man,India,Bachelor’s degree,Student,< 1 years
18670,35-39,Man,South Africa,Some college/university study without earning a bachelor’s degree,Data Analyst,10-20 years
18671,40-44,Man,Argentina,Doctoral degree,Other,20+ years
18672,30-34,Man,Italy,Doctoral degree,Data Scientist,10-20 years
18673,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Research Scientist,1-3 years
18674,40-44,Man,Belgium,Master’s degree,Other,10-20 years
18675,18-21,Man,India,Bachelor’s degree,Student,< 1 years
18676,40-44,Woman,Italy,Doctoral degree,Machine Learning Engineer,10-20 years
18677,30-34,Man,India,Bachelor’s degree,Business Analyst,5-10 years
18678,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,1-3 years
18679,40-44,Man,Taiwan,Master’s degree,Software Engineer,1-3 years
18680,30-34,Man,Russia,Doctoral degree,Research Scientist,10-20 years
18681,25-29,Man,China,Doctoral degree,Student,5-10 years
18682,25-29,Man,Greece,Bachelor’s degree,Software Engineer,5-10 years
18683,18-21,Man,India,Bachelor’s degree,Student,< 1 years
18684,30-34,Woman,India,Bachelor’s degree,Data Scientist,5-10 years
18685,25-29,Woman,China,Master’s degree,Data Analyst,1-3 years
18686,25-29,Man,India,Bachelor’s degree,Data Analyst,< 1 years
18687,18-21,Woman,Pakistan,Some college/university study without earning a bachelor’s degree,Student,< 1 years
18688,40-44,Man,Australia,Master’s degree,Data Analyst,5-10 years
18689,25-29,Man,Japan,Master’s degree,Data Analyst,< 1 years
18690,25-29,Woman,Canada,Master’s degree,Product Manager,10-20 years
18691,25-29,Man,Kenya,Bachelor’s degree,Data Scientist,1-3 years
18692,40-44,Man,Turkey,Doctoral degree,Statistician,1-3 years
18693,18-21,Woman,India,Bachelor’s degree,Student,1-3 years
18694,18-21,Woman,India,Bachelor’s degree,Student,< 1 years
18695,40-44,Woman,South Africa,Doctoral degree,Data Analyst,3-5 years
18696,25-29,Man,Spain,Master’s degree,Machine Learning Engineer,5-10 years
18697,30-34,Man,Thailand,Bachelor’s degree,Other,< 1 years
18698,18-21,Man,Spain,Bachelor’s degree,Business Analyst,I have never written code
18699,25-29,Man,Ukraine,Master’s degree,Data Scientist,< 1 years
18700,40-44,Man,Hong Kong (S.A.R.),Master’s degree,Software Engineer,10-20 years
18701,25-29,Man,United States of America,Doctoral degree,Currently not employed,1-3 years
18702,18-21,Woman,India,Bachelor’s degree,Student,< 1 years
18703,18-21,Man,India,Bachelor’s degree,Student,3-5 years
18704,22-24,Man,Italy,Master’s degree,Student,1-3 years
18705,35-39,Man,Germany,Bachelor’s degree,Data Analyst,3-5 years
18706,22-24,Man,China,Doctoral degree,Research Scientist,3-5 years
18707,30-34,Man,India,Master’s degree,Software Engineer,5-10 years
18708,35-39,Woman,United States of America,Master’s degree,Currently not employed,5-10 years
18709,22-24,Man,Turkey,Bachelor’s degree,Business Analyst,3-5 years
18710,55-59,Man,Thailand,Master’s degree,Other,20+ years
18711,22-24,Man,China,Master’s degree,Student,1-3 years
18712,22-24,Man,Russia,Master’s degree,Research Scientist,3-5 years
18713,35-39,Woman,Colombia,Bachelor’s degree,Student,< 1 years
18714,25-29,Woman,India,Doctoral degree,Research Scientist,10-20 years
18715,40-44,Man,Singapore,Professional doctorate,Data Analyst,1-3 years
18716,50-54,Man,Egypt,Bachelor’s degree,DBA/Database Engineer,10-20 years
18717,18-21,Man,China,Bachelor’s degree,Student,1-3 years
18718,50-54,Man,Argentina,Bachelor’s degree,Developer Relations/Advocacy,20+ years
18719,40-44,Man,Brazil,Bachelor’s degree,Other,10-20 years
18720,45-49,Woman,Australia,Master’s degree,Other,3-5 years
18721,35-39,Man,Other,No formal education past high school,Data Engineer,20+ years
18722,40-44,Man,Viet Nam,Doctoral degree,Research Scientist,10-20 years
18723,55-59,Man,Norway,Bachelor’s degree,Machine Learning Engineer,20+ years
18724,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Student,1-3 years
18725,25-29,Man,Kenya,Master’s degree,Data Scientist,< 1 years
18726,30-34,Man,Japan,Master’s degree,Statistician,1-3 years
18727,35-39,Woman,"Iran, Islamic Republic of...",Master’s degree,Software Engineer,10-20 years
18728,22-24,Woman,India,Master’s degree,Business Analyst,1-3 years
18729,25-29,Woman,Nigeria,Master’s degree,Software Engineer,1-3 years
18730,30-34,Man,Japan,Doctoral degree,Student,3-5 years
18731,55-59,Man,Taiwan,Doctoral degree,Research Scientist,20+ years
18732,35-39,Man,Spain,Doctoral degree,Data Scientist,10-20 years
18733,22-24,Woman,India,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,I have never written code
18734,35-39,Man,India,Master’s degree,Software Engineer,10-20 years
18735,18-21,Woman,India,Bachelor’s degree,Student,< 1 years
18736,55-59,Man,Other,Professional doctorate,Research Scientist,20+ years
18737,70+,Man,France,Master’s degree,Student,20+ years
18738,18-21,Man,Russia,Bachelor’s degree,Data Scientist,1-3 years
18739,22-24,Woman,Indonesia,I prefer not to answer,Student,< 1 years
18740,25-29,Man,Turkey,Bachelor’s degree,Data Analyst,< 1 years
18741,18-21,Man,Egypt,Bachelor’s degree,Student,1-3 years
18742,18-21,Man,India,Bachelor’s degree,Student,1-3 years
18743,22-24,Man,Russia,Master’s degree,Software Engineer,1-3 years
18744,70+,Man,United States of America,Doctoral degree,Data Scientist,20+ years
18745,30-34,Man,India,Master’s degree,Other,1-3 years
18746,22-24,Man,Philippines,I prefer not to answer,Student,3-5 years
18747,18-21,Man,India,Bachelor’s degree,Student,< 1 years
18748,18-21,Man,Greece,Some college/university study without earning a bachelor’s degree,Student,1-3 years
18749,22-24,Prefer not to say,Taiwan,Master’s degree,Student,3-5 years
18750,18-21,Man,United States of America,Some college/university study without earning a bachelor’s degree,Student,5-10 years
18751,18-21,Man,Indonesia,Bachelor’s degree,Student,< 1 years
18752,18-21,Woman,India,Bachelor’s degree,Student,3-5 years
18753,35-39,Man,Nigeria,Master’s degree,Business Analyst,1-3 years
18754,25-29,Woman,Netherlands,Master’s degree,Data Analyst,< 1 years
18755,45-49,Man,Brazil,Master’s degree,Software Engineer,20+ years
18756,40-44,Man,Japan,Doctoral degree,Research Scientist,3-5 years
18757,22-24,Woman,India,Master’s degree,Student,< 1 years
18758,25-29,Woman,Other,Master’s degree,Data Analyst,< 1 years
18759,35-39,Man,Russia,Master’s degree,Data Scientist,5-10 years
18760,18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years
18761,25-29,Woman,Colombia,Bachelor’s degree,Data Engineer,1-3 years
18762,25-29,Man,Ethiopia,Doctoral degree,Machine Learning Engineer,< 1 years
18763,45-49,Woman,Colombia,Doctoral degree,Software Engineer,10-20 years
18764,40-44,Man,United States of America,Bachelor’s degree,Student,1-3 years
18765,18-21,Man,Viet Nam,Bachelor’s degree,Student,1-3 years
18766,30-34,Man,Taiwan,Master’s degree,Machine Learning Engineer,< 1 years
18767,22-24,Man,India,Master’s degree,Machine Learning Engineer,1-3 years
18768,70+,Prefer not to say,United States of America,Doctoral degree,Statistician,20+ years
18769,18-21,Woman,Egypt,I prefer not to answer,Data Scientist,1-3 years
18770,25-29,Man,Brazil,Master’s degree,Data Scientist,5-10 years
18771,25-29,Man,Mexico,Master’s degree,Other,5-10 years
18772,30-34,Man,Other,Bachelor’s degree,Data Analyst,1-3 years
18773,30-34,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Student,1-3 years
18774,25-29,Man,Greece,Master’s degree,Research Scientist,< 1 years
18775,25-29,Woman,Germany,Bachelor’s degree,Data Analyst,1-3 years
18776,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,3-5 years
18777,30-34,Man,China,Master’s degree,Student,< 1 years
18778,50-54,Man,United States of America,Master’s degree,Software Engineer,20+ years
18779,30-34,Man,United States of America,Master’s degree,Data Scientist,5-10 years
18780,55-59,Man,Brazil,Some college/university study without earning a bachelor’s degree,Software Engineer,20+ years
18781,25-29,Man,Other,Master’s degree,Data Analyst,3-5 years
18782,18-21,Man,India,Bachelor’s degree,Student,< 1 years
18783,18-21,Man,India,Bachelor’s degree,Student,1-3 years
18784,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,< 1 years
18785,30-34,Man,India,Master’s degree,Data Scientist,3-5 years
18786,45-49,Man,United States of America,Master’s degree,Software Engineer,20+ years
18787,30-34,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,5-10 years
18788,22-24,Woman,Ukraine,Master’s degree,Other,< 1 years
18789,22-24,Man,Sweden,Master’s degree,Student,3-5 years
18790,25-29,Man,India,Master’s degree,Student,10-20 years
18791,55-59,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Software Engineer,20+ years
18792,22-24,Man,India,Bachelor’s degree,Software Engineer,5-10 years
18793,40-44,Man,United States of America,Master’s degree,Data Scientist,5-10 years
18794,18-21,Man,Other,Bachelor’s degree,Student,< 1 years
18795,30-34,Woman,Other,Master’s degree,Data Analyst,< 1 years
18796,25-29,Man,Russia,Some college/university study without earning a bachelor’s degree,Currently not employed,1-3 years
18797,50-54,Woman,Italy,Master’s degree,Data Scientist,20+ years
18798,18-21,Man,India,Bachelor’s degree,Student,1-3 years
18799,25-29,Man,Mexico,Bachelor’s degree,Data Scientist,3-5 years
18800,35-39,Man,India,Master’s degree,Research Scientist,< 1 years
18801,50-54,Woman,United States of America,Master’s degree,Data Analyst,1-3 years
18802,18-21,Woman,India,Bachelor’s degree,Student,5-10 years
18803,30-34,Man,Brazil,Master’s degree,Machine Learning Engineer,5-10 years
18804,18-21,Man,India,Bachelor’s degree,Data Engineer,1-3 years
18805,22-24,Man,Belarus,Bachelor’s degree,Data Analyst,1-3 years
18806,30-34,Man,Australia,Master’s degree,Data Scientist,1-3 years
18807,35-39,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Scientist,1-3 years
18808,18-21,Woman,Indonesia,Bachelor’s degree,Student,< 1 years
18809,18-21,Man,India,Bachelor’s degree,Student,1-3 years
18810,55-59,Man,France,Master’s degree,Other,< 1 years
18811,22-24,Man,Other,Bachelor’s degree,Data Engineer,< 1 years
18812,22-24,Woman,Kenya,Bachelor’s degree,Data Engineer,< 1 years
18813,18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years
18814,22-24,Man,Egypt,Bachelor’s degree,Machine Learning Engineer,< 1 years
18815,30-34,Man,Kenya,Master’s degree,Currently not employed,10-20 years
18816,25-29,Man,India,Master’s degree,Software Engineer,5-10 years
18817,70+,Man,United States of America,Master’s degree,Currently not employed,1-3 years
18818,18-21,Man,Indonesia,Bachelor’s degree,Data Scientist,1-3 years
18819,40-44,Man,Mexico,Professional doctorate,Currently not employed,3-5 years
18820,18-21,Man,Viet Nam,Bachelor’s degree,Student,1-3 years
18821,25-29,Man,Brazil,Master’s degree,Research Scientist,1-3 years
18822,35-39,Man,United States of America,Master’s degree,Data Scientist,5-10 years
18823,22-24,Man,Colombia,Bachelor’s degree,Student,1-3 years
18824,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,1-3 years
18825,22-24,Man,Poland,Master’s degree,Business Analyst,1-3 years
18826,25-29,Man,Germany,Doctoral degree,Other,I have never written code
18827,35-39,Man,Brazil,Bachelor’s degree,Data Scientist,5-10 years
18828,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,20+ years
18829,18-21,Man,Egypt,Master’s degree,Student,1-3 years
18830,25-29,Man,Taiwan,Doctoral degree,Research Scientist,3-5 years
18831,25-29,Man,Ghana,Bachelor’s degree,Data Analyst,1-3 years
18832,25-29,Man,Japan,Master’s degree,Software Engineer,5-10 years
18833,35-39,Woman,India,Doctoral degree,Other,10-20 years
18834,30-34,Woman,Saudi Arabia,Bachelor’s degree,Machine Learning Engineer,< 1 years
18835,30-34,Man,Brazil,Doctoral degree,Software Engineer,10-20 years
18836,18-21,Woman,India,Bachelor’s degree,Student,< 1 years
18837,22-24,Man,India,Bachelor’s degree,Student,1-3 years
18838,25-29,Woman,South Korea,Master’s degree,DBA/Database Engineer,3-5 years
18839,18-21,Woman,China,I prefer not to answer,Student,20+ years
18840,60-69,Man,Japan,Bachelor’s degree,Product Manager,3-5 years
18841,22-24,Man,Pakistan,Bachelor’s degree,Student,3-5 years
18842,30-34,Man,India,Master’s degree,Data Scientist,10-20 years
18843,25-29,Woman,Brazil,Master’s degree,Data Engineer,3-5 years
18844,60-69,Man,Switzerland,Doctoral degree,Other,20+ years
18845,40-44,Man,India,Doctoral degree,Program/Project Manager,1-3 years
18846,30-34,Man,United States of America,Bachelor’s degree,Currently not employed,1-3 years
18847,22-24,Man,India,Bachelor’s degree,Currently not employed,1-3 years
18848,60-69,Man,India,Professional doctorate,Student,< 1 years
18849,45-49,Man,Ghana,Master’s degree,Research Scientist,10-20 years
18850,22-24,Man,China,Master’s degree,Student,3-5 years
18851,35-39,Man,Chile,Doctoral degree,Student,10-20 years
18852,22-24,Man,India,Master’s degree,Data Scientist,3-5 years
18853,55-59,Man,Netherlands,Master’s degree,Data Scientist,5-10 years
18854,18-21,Man,Russia,Master’s degree,Business Analyst,< 1 years
18855,30-34,Man,Thailand,Master’s degree,Data Analyst,< 1 years
18856,25-29,Man,India,Master’s degree,Currently not employed,1-3 years
18857,22-24,Man,United States of America,Master’s degree,Student,1-3 years
18858,30-34,Man,Peru,Bachelor’s degree,Data Analyst,< 1 years
18859,22-24,Woman,India,Bachelor’s degree,Currently not employed,1-3 years
18860,22-24,Man,Kenya,Bachelor’s degree,Student,1-3 years
18861,18-21,Man,India,Bachelor’s degree,Data Analyst,< 1 years
18862,40-44,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer,10-20 years
18863,40-44,Man,Mexico,Master’s degree,Research Scientist,5-10 years
18864,25-29,Man,Brazil,Bachelor’s degree,Data Analyst,5-10 years
18865,45-49,Man,India,Doctoral degree,Other,10-20 years
18866,45-49,Woman,United States of America,Master’s degree,Other,I have never written code
18867,22-24,Woman,Tunisia,Bachelor’s degree,Student,1-3 years
18868,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years
18869,25-29,Woman,India,Bachelor’s degree,Student,< 1 years
18870,50-54,Woman,United States of America,Master’s degree,Data Scientist,3-5 years
18871,30-34,Man,Australia,Bachelor’s degree,Currently not employed,< 1 years
18872,18-21,Man,Pakistan,Bachelor’s degree,Student,1-3 years
18873,45-49,Man,United States of America,Master’s degree,Data Analyst,1-3 years
18874,35-39,Man,Morocco,Master’s degree,Currently not employed,I have never written code
18875,22-24,Woman,Pakistan,Some college/university study without earning a bachelor’s degree,Student,< 1 years
18876,22-24,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 years
18877,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Machine Learning Engineer,1-3 years
18878,25-29,Woman,China,Master’s degree,Student,3-5 years
18879,50-54,Man,Chile,Master’s degree,Data Scientist,1-3 years
18880,50-54,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,3-5 years
18881,18-21,Woman,"Iran, Islamic Republic of...",Bachelor’s degree,Statistician,1-3 years
18882,45-49,Woman,Netherlands,Master’s degree,Data Scientist,20+ years
18883,25-29,Man,Singapore,Bachelor’s degree,Data Engineer,5-10 years
18884,22-24,Man,Indonesia,Bachelor’s degree,Currently not employed,1-3 years
18885,22-24,Woman,India,Master’s degree,Currently not employed,< 1 years
18886,45-49,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,I have never written code
18887,25-29,Man,India,Master’s degree,Data Scientist,3-5 years
18888,35-39,Man,Iraq,Master’s degree,Research Scientist,< 1 years
18889,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years
18890,18-21,Woman,India,Master’s degree,Student,< 1 years
18891,35-39,Man,India,Master’s degree,Product Manager,1-3 years
18892,25-29,Man,India,Master’s degree,Software Engineer,3-5 years
18893,18-21,Man,China,No formal education past high school,Student,< 1 years
18894,30-34,Man,Thailand,Master’s degree,Developer Relations/Advocacy,5-10 years
18895,30-34,Man,Japan,Master’s degree,Data Scientist,3-5 years
18896,40-44,Man,India,Master’s degree,Software Engineer,10-20 years
18897,40-44,Man,Spain,Master’s degree,Other,10-20 years
18898,25-29,Man,Pakistan,Bachelor’s degree,Machine Learning Engineer,3-5 years
18899,18-21,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Student,< 1 years
18900,25-29,Man,India,Bachelor’s degree,Software Engineer,3-5 years
18901,22-24,Woman,India,Bachelor’s degree,Data Scientist,< 1 years
18902,22-24,Man,Thailand,Bachelor’s degree,Student,1-3 years
18903,40-44,Man,India,Bachelor’s degree,Software Engineer,10-20 years
18904,18-21,Man,Bangladesh,Bachelor’s degree,Data Analyst,I have never written code
18905,30-34,Man,India,Master’s degree,Software Engineer,5-10 years
18906,45-49,Man,Other,Doctoral degree,Data Analyst,5-10 years
18907,35-39,Woman,Thailand,Master’s degree,Student,< 1 years
18908,18-21,Man,Ukraine,Master’s degree,Student,3-5 years
18909,25-29,Man,China,Doctoral degree,Student,3-5 years
18910,18-21,Man,India,Bachelor’s degree,Student,1-3 years
18911,45-49,Woman,Spain,Some college/university study without earning a bachelor’s degree,Data Analyst,1-3 years
18912,30-34,Man,Canada,Master’s degree,Machine Learning Engineer,5-10 years
18913,35-39,Man,Turkey,Doctoral degree,Research Scientist,10-20 years
18914,25-29,Man,United States of America,Master’s degree,Business Analyst,1-3 years
18915,30-34,Man,Other,Master’s degree,Other,1-3 years
18916,50-54,Man,South Korea,Master’s degree,Program/Project Manager,20+ years
18917,30-34,Man,India,I prefer not to answer,Data Scientist,1-3 years
18918,25-29,Man,Kazakhstan,Master’s degree,Software Engineer,5-10 years
18919,30-34,Man,Egypt,Bachelor’s degree,Data Analyst,3-5 years
18920,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,< 1 years
18921,45-49,Man,Spain,Bachelor’s degree,Student,< 1 years
18922,18-21,Man,India,Bachelor’s degree,Student,1-3 years
18923,35-39,Man,Russia,Bachelor’s degree,Research Scientist,5-10 years
18924,22-24,Woman,Morocco,Bachelor’s degree,Student,1-3 years
18925,30-34,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years
18926,18-21,Woman,India,Bachelor’s degree,Student,1-3 years
18927,18-21,Man,United States of America,Bachelor’s degree,Student,1-3 years
18928,25-29,Man,India,Professional doctorate,Machine Learning Engineer,1-3 years
18929,25-29,Man,India,Bachelor’s degree,Data Engineer,1-3 years
18930,30-34,Man,Russia,Doctoral degree,Research Scientist,5-10 years
18931,22-24,Man,China,Master’s degree,Student,< 1 years
18932,25-29,Man,Singapore,Master’s degree,Data Scientist,3-5 years
18933,18-21,Man,Switzerland,Bachelor’s degree,Student,1-3 years
18934,25-29,Man,Japan,Doctoral degree,Data Scientist,10-20 years
18935,25-29,Man,Chile,Master’s degree,Data Scientist,5-10 years
18936,30-34,Man,India,Doctoral degree,Other,3-5 years
18937,18-21,Woman,India,Bachelor’s degree,Student,1-3 years
18938,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years
18939,55-59,Man,Israel,Bachelor’s degree,Currently not employed,10-20 years
18940,25-29,Man,Nigeria,Bachelor’s degree,Data Scientist,5-10 years
18941,18-21,Man,Mexico,Bachelor’s degree,Student,3-5 years
18942,45-49,Man,Italy,Doctoral degree,Research Scientist,20+ years
18943,25-29,Man,India,Master’s degree,Student,< 1 years
18944,40-44,Man,India,Bachelor’s degree,Currently not employed,< 1 years
18945,55-59,Man,Czech Republic,Master’s degree,Currently not employed,1-3 years
18946,22-24,Woman,United States of America,Bachelor’s degree,Student,5-10 years
18947,22-24,Man,China,Master’s degree,Student,< 1 years
18948,60-69,Woman,Other,Doctoral degree,Research Scientist,20+ years
18949,25-29,Man,United States of America,Bachelor’s degree,Student,1-3 years
18950,22-24,Man,Kenya,Some college/university study without earning a bachelor’s degree,Other,< 1 years
18951,25-29,Woman,Denmark,Master’s degree,Business Analyst,< 1 years
18952,22-24,Man,Brazil,Bachelor’s degree,Software Engineer,5-10 years
18953,22-24,Man,United States of America,Bachelor’s degree,Machine Learning Engineer,5-10 years
18954,60-69,Man,United States of America,Bachelor’s degree,DBA/Database Engineer,10-20 years
18955,60-69,Man,Japan,Bachelor’s degree,Currently not employed,20+ years
18956,25-29,Man,Bangladesh,Master’s degree,Data Scientist,< 1 years
18957,40-44,Woman,India,Doctoral degree,Data Scientist,10-20 years
18958,18-21,Man,India,Master’s degree,Student,1-3 years
18959,25-29,Man,Brazil,Bachelor’s degree,Research Scientist,1-3 years
18960,18-21,Woman,Viet Nam,Some college/university study without earning a bachelor’s degree,Student,< 1 years
18961,18-21,Man,China,Master’s degree,Data Scientist,3-5 years
18962,50-54,Man,Portugal,Bachelor’s degree,Other,5-10 years
18963,18-21,Man,Russia,Bachelor’s degree,Machine Learning Engineer,1-3 years
18964,22-24,Woman,India,Master’s degree,Other,I have never written code
18965,22-24,Man,Turkey,Master’s degree,Machine Learning Engineer,5-10 years
18966,50-54,Woman,Taiwan,Bachelor’s degree,Program/Project Manager,3-5 years
18967,45-49,Man,Indonesia,Doctoral degree,Student,< 1 years
18968,55-59,Woman,Other,Doctoral degree,Research Scientist,20+ years
18969,18-21,Man,India,Bachelor’s degree,Data Analyst,I have never written code
18970,35-39,Man,South Korea,Master’s degree,Student,< 1 years
18971,70+,Prefer not to say,India,Bachelor’s degree,Developer Relations/Advocacy,20+ years
18972,22-24,Man,United States of America,Bachelor’s degree,Data Scientist,5-10 years
18973,22-24,Woman,Egypt,Bachelor’s degree,Currently not employed,3-5 years
18974,60-69,Man,France,Master’s degree,Software Engineer,20+ years
18975,40-44,Woman,Singapore,Bachelor’s degree,Student,I have never written code
18976,35-39,Man,Brazil,Master’s degree,Business Analyst,3-5 years
18977,18-21,Woman,India,Bachelor’s degree,Student,1-3 years
18978,60-69,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,20+ years
18979,18-21,Man,Chile,Bachelor’s degree,Student,I have never written code
18980,35-39,Man,South Africa,Master’s degree,Research Scientist,20+ years
18981,30-34,Man,Other,Master’s degree,Data Scientist,5-10 years
18982,30-34,Man,Germany,Master’s degree,Other,3-5 years
18983,22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 years
18984,40-44,Man,India,Doctoral degree,Research Scientist,10-20 years
18985,30-34,Man,Ghana,Master’s degree,Currently not employed,< 1 years
18986,30-34,Man,Indonesia,Bachelor’s degree,Software Engineer,5-10 years
18987,18-21,Man,India,Bachelor’s degree,Student,1-3 years
18988,25-29,Woman,Viet Nam,Some college/university study without earning a bachelor’s degree,Business Analyst,I have never written code
18989,30-34,Man,India,Master’s degree,Student,< 1 years
18990,18-21,Man,India,Bachelor’s degree,Data Analyst,1-3 years
18991,55-59,Man,Ukraine,I prefer not to answer,Data Scientist,< 1 years
18992,22-24,Man,China,Master’s degree,Student,1-3 years
18993,22-24,Man,India,Bachelor’s degree,Data Analyst,< 1 years
18994,40-44,Man,Saudi Arabia,Master’s degree,Other,10-20 years
18995,18-21,Man,India,Bachelor’s degree,Student,< 1 years
18996,40-44,Woman,India,I prefer not to answer,Currently not employed,5-10 years
18997,25-29,Man,Colombia,Bachelor’s degree,Data Analyst,1-3 years
18998,45-49,Man,India,Master’s degree,Currently not employed,20+ years
18999,35-39,Woman,Ukraine,I prefer not to answer,Software Engineer,5-10 years
19000,55-59,Man,Turkey,Doctoral degree,Program/Project Manager,5-10 years
19001,25-29,Woman,Uganda,Bachelor’s degree,Currently not employed,1-3 years
19002,45-49,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,3-5 years
19003,18-21,Woman,India,Bachelor’s degree,Student,< 1 years
19004,50-54,Man,Brazil,Doctoral degree,Research Scientist,20+ years
19005,30-34,Man,Other,Doctoral degree,Research Scientist,3-5 years
19006,60-69,Man,Germany,Doctoral degree,Other,10-20 years
19007,22-24,Woman,India,Master’s degree,Data Scientist,< 1 years
19008,35-39,Man,United States of America,Doctoral degree,Data Scientist,10-20 years
19009,22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 years
19010,50-54,Man,South Korea,Master’s degree,Program/Project Manager,< 1 years
19011,40-44,Man,Brazil,Master’s degree,Business Analyst,10-20 years
19012,40-44,Man,India,Master’s degree,Data Scientist,10-20 years
